lat,lon
27.01816,74.80712
27.0169466666667,74.8061688888889
27.0169466666667,74.8061688888889
27.01574,74.8052088888889
27.0145444444444,74.8042222222222
27.0133911111111,74.8031733333333
27.0122933333333,74.8021244444444
27.01126,74.8011022222222
27.0104488888889,74.8002133333334
27.01042,74.8000177777778
27.01042,74.8000177777778
27.0107488888889,74.7993066666667
27.0111333333333,74.7985955555556
27.0115844444444,74.7977955555556
27.0120733333333,74.7968888888889
27.0124866666667,74.7957511111111
27.0129311111111,74.7943911111111
27.0129311111111,74.7943911111111
27.0134022222222,74.7928888888889
27.0139155555556,74.7913244444444
27.0144222222222,74.7897777777778
27.0149177777778,74.7882488888889
27.0156244444444,74.7868
27.0163888888889,74.7853866666667
27.0163888888889,74.7853866666667
27.0171622222222,74.7839822222222
27.01792,74.7826044444444
27.0186688888889,74.7812533333333
27.0193555555555,74.7799111111111
27.0199266666667,74.7784444444445
27.0205244444444,74.7772355555555
27.0205244444444,74.7772355555555
27.0209355555556,74.7766933333333
27.0214955555556,74.7759555555556
27.0217333333333,74.7752888888889
27.0218466666667,74.7742666666667
27.0219622222222,74.7730666666667
27.0220777777778,74.7718311111111
27.0220777777778,74.7718311111111
27.02218,74.7707022222222
27.0222733333333,74.7696444444444
27.02236,74.7686933333334
27.0224288888889,74.7678488888889
27.0225822222222,74.7670933333333
27.0232,74.76656
27.0234688888889,74.7661866666667
27.0234688888889,74.7661866666667
27.0234666666667,74.7649244444444
27.0234577777778,74.7635555555556
27.0237755555556,74.76224
27.02432,74.7610133333333
27.0248688888889,74.7597777777778
27.0254511111111,74.7584533333333
27.0254511111111,74.7584533333333
27.0260688888889,74.7570844444445
27.02664,74.7558222222222
27.0272422222222,74.7544888888889
27.02782,74.7531644444444
27.0283377777778,74.7519644444444
27.0288266666667,74.7508977777778
27.0288266666667,74.7508977777778
27.0293044444444,74.7498666666667
27.0298022222222,74.7488177777778
27.0304555555556,74.7476355555556
27.0310555555556,74.7465688888889
27.0315866666667,74.7455555555556
27.03208,74.7446933333333
27.0315866666667,74.7455555555556
